bird_y,bird_vertical_movement,pipe_y,pipe_dist,space_pressed
328,11.200000000000005,300,-79.0,0
340,12.000000000000004,300,-87.0,0
353,12.800000000000004,300,-95.0,0
366,13.600000000000003,768,492.0,0
381,14.400000000000006,768,484.0,0
396,15.200000000000006,768,476.0,0
412,16.000000000000007,768,468.0,0
429,16.85000000000001,768,459.5,0
446,17.65000000000001,768,451.5,0
465,18.45000000000001,768,443.5,0
484,19.25000000000001,768,435.5,0
504,20.0,768,427.0,0
524,20.0,768,418.5,0
544,20.0,768,410.5,0
564,20.0,768,402.5,0
584,20.0,768,394.5,0
604,20.0,768,386.0,0
624,20.0,768,378.0,0
644,20.0,768,370.0,0
664,20.0,768,362.0,0
684,20.0,768,354.0,0
512,0.0,512,-25.0,0
513,1.25,512,-25.0,0
515,2.1,512,-25.0,0
518,2.9000000000000004,512,-25.0,0
522,3.7,512,-25.0,0
526,4.5,512,-25.0,0
532,5.3,512,-25.0,0
538,6.1,512,-25.0,0
545,6.949999999999999,512,-25.0,0
553,7.799999999999999,512,-25.0,0
561,8.649999999999999,512,-25.0,0
571,9.45,512,-25.0,0
581,10.3,512,-25.0,0
592,11.1,512,-25.0,0
604,11.9,512,-25.0,0
617,12.7,512,-25.0,0
630,13.55,512,-25.0,0
645,14.35,512,-25.0,0
660,15.2,512,-25.0,0
676,16.05,512,-25.0,0
693,16.85,512,-25.0,0
710,17.650000000000002,512,-25.0,0
729,18.500000000000004,512,-25.0,0
748,19.300000000000004,512,-25.0,0
768,20.0,512,-25.0,0
788,20.0,512,-25.0,1
774,-14.2,512,-25.0,0
761,-13.4,512,-25.0,0
748,-12.599999999999998,512,-25.0,0
736,-11.749999999999998,512,-25.0,0
725,-10.949999999999998,512,-25.0,0
715,-10.149999999999997,512,-25.0,0
706,-9.299999999999995,512,-25.0,0
697,-8.499999999999996,512,-25.0,0
690,-7.699999999999997,512,-25.0,0
683,-6.899999999999997,512,-25.0,0
677,-6.099999999999997,512,-25.0,0
671,-5.2499999999999964,512,-25.0,0
667,-4.399999999999997,512,-25.0,0
663,-3.599999999999997,512,-25.0,0
661,-2.799999999999997,512,-25.0,0
659,-1.999999999999997,512,-25.0,0
657,-1.199999999999997,512,-25.0,0
657,-0.349999999999997,512,-25.0,0
657,0.450000000000003,512,-25.0,0
512,0.0,512,-25.0,0
513,0.8,512,-25.0,0
514,1.65,512,-25.0,0
517,2.45,512,-25.0,0
520,3.3000000000000003,512,-25.0,0
524,4.15,512,-25.0,0
529,4.95,512,-25.0,0
535,5.75,512,-25.0,0
542,6.6,512,-25.0,0
549,7.399999999999999,512,-25.0,0
557,8.25,512,-25.0,0
566,9.1,512,-25.0,0
576,9.95,512,-25.0,0
587,10.8,512,-25.0,0
599,11.6,512,-25.0,0
611,12.45,512,-25.0,0
624,13.25,512,-25.0,0
639,14.05,512,-25.0,0
653,14.9,512,-25.0,0
669,15.7,512,-25.0,1
655,-14.2,512,-25.0,0
642,-13.4,512,-25.0,0
629,-12.55,512,-25.0,0
617,-11.7,512,-25.0,0
606,-10.9,512,-25.0,0
596,-10.099999999999998,512,-25.0,0
587,-9.249999999999998,512,-25.0,0
579,-8.449999999999998,512,-25.0,0
571,-7.649999999999998,512,-25.0,0
564,-6.799999999999997,512,-25.0,0
558,-5.9499999999999975,512,-25.0,0
553,-5.099999999999998,512,-25.0,0
549,-4.249999999999998,512,-25.0,0
545,-3.4499999999999984,512,-25.0,0
543,-2.5999999999999983,512,-25.0,0
541,-1.7499999999999982,512,-25.0,0
540,-0.8999999999999981,512,-25.0,0
540,-0.099999999999998,512,-25.0,0
541,0.700000000000002,512,-25.0,0
542,1.500000000000002,512,-25.0,0
544,2.300000000000002,512,-25.0,0
548,3.150000000000002,512,-25.0,0
552,3.950000000000002,512,-25.0,0
556,4.8000000000000025,512,-25.0,0
562,5.650000000000002,512,-25.0,0
569,6.500000000000002,512,-25.0,0
576,7.300000000000002,512,-25.0,0
584,8.150000000000002,512,-25.0,0
593,8.950000000000003,512,-25.0,0
603,9.750000000000004,512,-25.0,0
613,10.600000000000003,512,-25.0,0
625,11.450000000000005,512,-25.0,0
637,12.300000000000002,512,-25.0,0
650,13.150000000000002,512,-25.0,0
664,14.000000000000002,512,-25.0,0
679,14.85,512,-25.0,1
665,-14.15,512,-25.0,0
652,-13.35,512,-25.0,0
639,-12.5,512,-25.0,0
627,-11.7,512,-25.0,0
616,-10.9,512,-25.0,0
606,-10.099999999999998,512,-25.0,0
597,-9.249999999999998,512,-25.0,0
589,-8.449999999999998,512,-25.0,0
581,-7.649999999999998,512,-25.0,0
574,-6.799999999999997,512,924.0,0
568,-5.9499999999999975,512,915.5,0
563,-5.149999999999998,512,907.5,0
559,-4.299999999999997,512,899.0,0
555,-3.449999999999997,512,890.5,0
553,-2.649999999999997,512,882.5,0
551,-1.8499999999999968,512,874.5,0
550,-1.0499999999999967,512,866.5,0
550,-0.2499999999999966,512,858.5,0
550,0.5500000000000034,512,850.5,0
551,1.3500000000000034,512,842.5,0
554,2.1500000000000035,512,834.5,0
557,2.950000000000004,512,826.5,0
560,3.750000000000004,512,818.5,0
565,4.550000000000003,512,810.5,0
570,5.350000000000003,512,802.5,0
576,6.150000000000003,512,794.5,0
583,7.000000000000004,512,786.0,0
591,7.850000000000003,512,777.5,0
600,8.650000000000004,512,769.5,0
609,9.450000000000005,512,761.5,0
620,10.300000000000004,512,753.0,1
605,-14.15,512,744.5,0
592,-13.35,512,736.5,0
580,-12.55,512,728.5,0
568,-11.7,512,720.0,0
557,-10.9,512,712.0,0
547,-10.099999999999998,512,704.0,0
538,-9.299999999999995,512,696.0,0
529,-8.499999999999996,512,688.0,0
521,-7.649999999999997,512,679.5,0
515,-6.849999999999997,512,671.5,0
509,-5.9999999999999964,512,663.0,0
503,-5.149999999999997,512,654.5,0
499,-4.299999999999997,512,646.0,0
496,-3.449999999999997,512,637.5,0
493,-2.599999999999997,512,629.0,0
491,-1.799999999999997,512,621.0,0
490,-0.9499999999999968,512,612.5,0
490,-0.1499999999999968,512,604.5,0
491,0.6500000000000032,512,596.5,0
492,1.4500000000000033,512,588.5,0
494,2.250000000000004,512,580.5,0
498,3.050000000000004,512,572.5,0
501,3.850000000000003,512,564.5,0
506,4.700000000000003,512,556.0,0
512,5.5500000000000025,512,547.5,0
518,6.400000000000002,512,539.0,0
525,7.200000000000002,512,531.0,0
533,8.000000000000002,512,523.0,0
542,8.800000000000002,512,515.0,1
528,-14.2,512,507.0,0
514,-13.35,512,498.5,0
502,-12.55,512,490.5,0
490,-11.7,512,482.0,0
479,-10.85,512,473.5,0
469,-10.0,512,465.0,0
460,-9.2,512,457.0,0
452,-8.35,512,448.5,0
444,-7.5,512,440.0,0
438,-6.65,512,431.5,0
432,-5.800000000000001,512,423.0,0
427,-4.950000000000001,512,414.5,0
423,-4.150000000000001,512,406.5,0
419,-3.3500000000000014,512,398.5,0
417,-2.5500000000000016,512,390.5,0
415,-1.7500000000000016,512,382.5,0
414,-0.9500000000000016,512,374.5,0
414,-0.1000000000000014,512,366.0,0
415,0.6999999999999986,512,358.0,0
416,1.5499999999999987,512,349.5,0
419,2.3999999999999986,512,341.0,0
422,3.2499999999999987,512,332.5,0
426,4.049999999999999,512,324.5,0
431,4.849999999999999,512,316.5,0
437,5.649999999999999,512,308.5,0
443,6.449999999999998,512,300.5,0
450,7.249999999999998,512,292.5,0
458,8.049999999999999,512,284.5,0
467,8.85,512,276.5,0
477,9.7,512,268.0,0
487,10.55,512,259.5,0
499,11.4,512,251.0,0
511,12.2,512,243.0,0
524,13.0,512,235.0,0
538,13.8,512,227.0,0
552,14.65,512,218.5,0
568,15.45,512,210.5,0
584,16.25,512,202.5,0
601,17.05,512,194.5,1
587,-14.2,512,186.5,0
574,-13.35,512,178.0,0
561,-12.55,512,170.0,0
549,-11.7,512,161.5,0
539,-10.85,512,153.0,0
528,-10.05,512,145.0,0
519,-9.249999999999998,512,137.0,0
511,-8.399999999999999,512,128.5,0
503,-7.549999999999999,512,120.0,0
497,-6.699999999999999,512,111.5,0
491,-5.85,512,103.0,0
486,-5.05,512,95.0,0
481,-4.25,512,87.0,0
478,-3.45,512,79.0,0
475,-2.6500000000000004,512,71.0,0
474,-1.8000000000000005,512,62.5,0
473,-1.0000000000000002,512,54.5,0
472,-0.2000000000000001,512,46.5,0
473,0.5999999999999999,512,38.5,0
474,1.45,512,30.0,0
477,2.25,512,22.0,0
480,3.05,512,14.0,0
484,3.9,512,5.5,0
488,4.75,512,-3.0,0
494,5.55,512,-11.0,0
500,6.4,512,-19.5,0
507,7.2,512,-27.5,0
515,8.0,512,-35.5,0
524,8.85,512,-44.0,0
534,9.7,512,-52.5,1
520,-14.2,512,-60.5,0
506,-13.4,512,-68.5,0
494,-12.599999999999998,512,-76.5,0
482,-11.799999999999995,512,-84.5,0
471,-10.999999999999996,512,-92.5,0
461,-10.199999999999996,768,499.0,0
451,-9.399999999999997,768,491.0,0
443,-8.599999999999994,768,483.0,0
435,-7.799999999999994,768,475.0,0
428,-6.999999999999995,768,467.0,0
422,-6.199999999999995,768,459.0,0
416,-5.349999999999994,768,450.5,0
412,-4.5499999999999945,768,442.5,0
408,-3.749999999999994,768,434.5,0
405,-2.949999999999995,768,426.5,0
403,-2.0999999999999948,768,418.0,0
402,-1.2999999999999947,768,410.0,0
401,-0.4999999999999946,768,402.0,0
402,0.3000000000000054,768,394.0,0
403,1.1000000000000054,768,386.0,0
405,1.9000000000000048,768,378.0,0
407,2.7500000000000053,768,369.5,0
411,3.6000000000000054,768,361.0,0
415,4.4500000000000055,768,352.5,0
421,5.250000000000005,768,344.5,0
427,6.050000000000005,768,336.5,0
434,6.850000000000005,768,328.5,0
441,7.700000000000005,768,320.0,0
450,8.550000000000004,768,311.5,0
459,9.400000000000004,768,303.0,0
469,10.200000000000005,768,295.0,0
480,11.000000000000004,768,287.0,0
492,11.800000000000006,768,279.0,0
505,12.600000000000009,768,271.0,0
518,13.400000000000007,768,263.0,0
532,14.200000000000008,768,255.0,0
547,15.000000000000009,768,247.0,0
563,15.80000000000001,768,239.0,0
580,16.60000000000001,768,231.0,0
597,17.40000000000001,768,223.0,0
615,18.20000000000001,768,215.0,0
634,19.05000000000001,768,206.5,0
654,19.900000000000013,768,198.0,0
674,20.0,768,189.5,0
694,20.0,768,181.5,0
714,20.0,768,173.5,0
734,20.0,768,165.5,0
754,20.0,768,157.0,0
774,20.0,768,149.0,0
794,20.0,768,140.5,0
814,20.0,768,132.0,0
834,20.0,768,123.5,1
820,-14.15,768,115.0,0
807,-13.3,768,106.5,0
794,-12.5,768,98.5,0
783,-11.65,768,90.0,0
772,-10.85,768,82.0,0
762,-10.05,768,74.0,0
753,-9.249999999999998,768,66.0,0
744,-8.449999999999998,768,58.0,0
737,-7.649999999999998,768,50.0,0
730,-6.849999999999998,768,42.0,0
724,-6.049999999999998,768,34.0,0
718,-5.249999999999998,768,26.0,0
714,-4.449999999999998,768,18.0,0
710,-3.649999999999999,768,10.0,0
707,-2.8499999999999988,768,2.0,0
705,-2.049999999999999,768,-6.0,0
704,-1.249999999999999,768,-14.0,0
704,-0.4499999999999988,768,-22.0,0
704,0.3500000000000012,768,-30.0,0
705,1.1500000000000012,768,-38.0,0
707,2.0000000000000013,768,-46.5,0
710,2.8500000000000014,768,-55.0,0
714,3.7000000000000015,768,-63.5,0
718,4.550000000000002,768,-72.0,0
724,5.350000000000001,768,-80.0,0
730,6.150000000000001,768,-88.0,0
737,6.950000000000001,768,-96.0,0
744,7.750000000000001,300,491.5,0
753,8.55,300,483.5,1
739,-14.15,300,475.0,0
726,-13.35,300,467.0,0
713,-12.55,300,459.0,0
701,-11.749999999999998,300,451.0,0
690,-10.949999999999998,300,443.0,0
680,-10.099999999999998,300,434.5,0
671,-9.299999999999995,300,426.5,0
662,-8.499999999999996,300,418.5,0
655,-7.649999999999997,300,410.0,0
648,-6.849999999999997,300,402.0,0
642,-6.049999999999997,300,394.0,1
628,-14.2,300,386.0,0
614,-13.4,300,378.0,0
602,-12.599999999999998,300,370.0,0
590,-11.799999999999995,300,362.0,0
579,-10.949999999999998,300,353.5,0
569,-10.099999999999998,300,345.0,0
559,-9.299999999999995,300,337.0,0
551,-8.499999999999996,300,329.0,0
543,-7.649999999999997,300,320.5,0
536,-6.849999999999997,300,312.5,0
530,-6.049999999999997,300,304.5,1
516,-14.2,300,296.5,0
503,-13.4,300,288.5,0
490,-12.599999999999998,300,280.5,0
478,-11.749999999999998,300,272.0,0
468,-10.949999999999998,300,264.0,0
457,-10.149999999999997,300,256.0,0
448,-9.349999999999996,300,248.0,0
439,-8.549999999999995,300,240.0,0
432,-7.749999999999996,300,232.0,0
425,-6.949999999999996,300,224.0,0
419,-6.099999999999996,300,215.5,0
413,-5.299999999999996,300,207.5,0
409,-4.4999999999999964,300,199.5,0
405,-3.6999999999999966,300,191.5,0
402,-2.8499999999999965,300,183.0,0
400,-2.0499999999999963,300,175.0,0
399,-1.2499999999999962,300,167.0,0
399,-0.3999999999999961,300,158.5,0
399,0.4500000000000039,300,150.0,1
385,-14.15,300,141.5,0
372,-13.35,300,133.5,0
359,-12.5,300,125.0,0
347,-11.65,300,116.5,0
337,-10.8,300,108.0,0
327,-9.95,300,99.5,0
318,-9.1,300,91.0,0
309,-8.250000000000002,300,82.5,0
302,-7.400000000000002,300,74.0,0
295,-6.5500000000000025,300,65.5,0
290,-5.750000000000003,300,57.5,0
285,-4.900000000000002,300,49.0,0
281,-4.0500000000000025,300,40.5,0
277,-3.2000000000000024,300,32.0,0
275,-2.3500000000000023,300,23.5,0
274,-1.5000000000000022,300,15.0,0
273,-0.7000000000000022,300,7.0,0
273,0.0999999999999978,300,-1.0,0
274,0.949999999999998,300,-9.5,0
276,1.749999999999998,300,-17.5,0
278,2.599999999999998,300,-26.0,0
282,3.3999999999999977,300,-34.0,0
286,4.1999999999999975,300,-42.0,0
291,4.999999999999997,300,-50.0,0
297,5.799999999999997,300,-58.0,0
303,6.599999999999997,300,-66.0,0
311,7.449999999999997,300,-74.5,0
319,8.299999999999997,300,-83.0,0
328,9.149999999999997,300,-91.5,0
338,9.999999999999996,300,-100.0,0
349,10.849999999999996,300,495.0,0
361,11.649999999999997,300,487.0,0
373,12.449999999999998,300,479.0,0
386,13.249999999999998,300,471.0,0
401,14.099999999999998,300,462.5,1
386,-14.15,300,454.0,0
373,-13.3,300,445.5,0
361,-12.5,300,437.5,0
349,-11.65,300,429.0,0
338,-10.85,300,421.0,0
328,-10.05,300,413.0,0
319,-9.249999999999998,300,405.0,0
310,-8.399999999999999,300,396.5,0
303,-7.599999999999999,300,388.5,0
296,-6.799999999999999,300,380.5,0
290,-5.999999999999999,300,372.5,0
285,-5.149999999999999,300,364.0,0
280,-4.349999999999999,300,356.0,0
277,-3.549999999999999,300,348.0,0
274,-2.749999999999999,300,340.0,0
272,-1.949999999999999,300,332.0,0
271,-1.099999999999999,300,323.5,0
271,-0.2999999999999989,300,315.5,0
271,0.5500000000000012,300,307.0,0
273,1.4000000000000012,300,298.5,0
275,2.2500000000000013,300,290.0,0
278,3.0500000000000016,300,282.0,0
282,3.9000000000000017,300,273.5,0
287,4.750000000000002,300,265.0,0
292,5.550000000000002,300,257.0,0
299,6.350000000000001,300,249.0,0
306,7.150000000000001,300,241.0,0
314,7.950000000000001,300,233.0,0
322,8.750000000000002,300,225.0,0
332,9.550000000000002,300,217.0,0
342,10.350000000000003,300,209.0,0
354,11.150000000000004,300,201.0,0
365,11.950000000000005,300,193.0,0
378,12.750000000000004,300,185.0,0
392,13.550000000000006,300,177.0,0
406,14.350000000000009,300,169.0,1
392,-14.2,300,161.0,0
379,-13.4,300,153.0,0
366,-12.55,300,144.5,0
354,-11.7,300,136.0,0
343,-10.9,300,128.0,0
333,-10.099999999999998,300,120.0,0
324,-9.299999999999995,300,112.0,0
316,-8.449999999999998,300,103.5,0
308,-7.599999999999998,300,95.0,0
301,-6.799999999999998,300,87.0,0
295,-5.999999999999998,300,79.0,0
290,-5.199999999999998,300,71.0,0
286,-4.399999999999999,300,63.0,0
282,-3.5499999999999985,300,54.5,0
279,-2.7499999999999982,300,46.5,0
277,-1.9499999999999984,300,38.5,0
276,-1.149999999999998,300,30.5,0
276,-0.299999999999998,300,22.0,0
276,0.550000000000002,300,13.5,0
278,1.350000000000002,300,5.5,0
280,2.200000000000002,300,-3.0,0
283,3.050000000000002,300,-11.5,0
287,3.900000000000002,300,-20.0,0
292,4.750000000000002,300,-28.5,0
297,5.600000000000001,300,-37.0,0
304,6.400000000000001,300,-45.0,0
311,7.200000000000001,300,-53.0,0
319,8.000000000000002,300,-61.0,0
328,8.800000000000002,300,-69.0,0
337,9.650000000000002,300,-77.5,0
348,10.450000000000005,300,-85.5,0
359,11.250000000000004,300,-93.5,0
371,12.100000000000003,768,498.5,0
384,12.950000000000005,768,490.0,0
398,13.800000000000002,768,481.5,0
412,14.650000000000002,768,473.0,0
428,15.500000000000002,768,464.5,0
444,16.35,768,456.0,0
462,17.200000000000003,768,447.5,0
480,18.050000000000004,768,439.0,0
498,18.850000000000005,768,431.0,0
518,19.700000000000006,768,422.5,0
538,20.0,768,414.5,0
558,20.0,768,406.0,0
578,20.0,768,398.0,0
598,20.0,768,390.0,0
618,20.0,768,381.5,0
638,20.0,768,373.5,0
658,20.0,768,365.5,0
678,20.0,768,357.5,0
698,20.0,768,349.5,0
718,20.0,768,341.5,0
738,20.0,768,333.5,0
758,20.0,768,325.5,0
778,20.0,768,317.5,0
798,20.0,768,309.5,0
818,20.0,768,301.5,0
838,20.0,768,293.0,1
824,-14.2,768,285.0,0
811,-13.4,768,277.0,0
798,-12.55,768,268.5,0
786,-11.7,768,260.0,0
775,-10.85,768,251.5,0
765,-10.0,768,243.0,0
756,-9.15,768,234.5,0
748,-8.35,768,226.5,0
740,-7.55,768,218.5,0
734,-6.699999999999999,768,210.0,0
728,-5.9,768,202.0,0
723,-5.049999999999999,768,193.5,0
719,-4.199999999999999,768,185.0,0
715,-3.3999999999999995,768,177.0,0
713,-2.5499999999999994,768,168.5,0
711,-1.6999999999999993,768,160.0,0
710,-0.8999999999999992,768,152.0,0
710,-0.0499999999999991,768,143.5,0
711,0.7500000000000009,768,135.5,0
712,1.550000000000001,768,127.5,0
715,2.350000000000001,768,119.5,0
718,3.200000000000001,768,111.0,0
722,4.000000000000001,768,103.0,0
727,4.850000000000001,768,94.5,0
732,5.650000000000001,768,86.5,0
739,6.450000000000001,768,78.5,0
746,7.250000000000001,768,70.5,0
754,8.05,768,62.5,0
763,8.9,768,54.0,0
773,9.75,768,45.5,0
783,10.55,768,37.5,0
795,11.35,768,29.5,0
807,12.150000000000002,768,21.5,0
820,12.950000000000005,768,13.5,1
806,-14.2,768,5.5,0
792,-13.4,768,-2.5,0
780,-12.599999999999998,768,-10.5,0
768,-11.749999999999998,768,-19.0,0
757,-10.9,768,-27.5,0
747,-10.099999999999998,768,-35.5,0
737,-9.299999999999995,768,-43.5,0
729,-8.499999999999996,768,-51.5,0
721,-7.649999999999997,768,-60.0,0
715,-6.799999999999997,768,-68.5,0
709,-5.9499999999999975,768,-77.0,0
703,-5.099999999999998,768,-85.5,0
699,-4.249999999999998,768,-94.0,0
696,-3.4499999999999984,300,496.5,1
682,-14.15,300,488.0,0
668,-13.3,300,479.5,0
656,-12.45,300,471.0,0
644,-11.65,300,463.0,0
633,-10.8,300,454.5,0
623,-10.0,300,446.5,0
614,-9.15,300,438.0,0
606,-8.3,300,429.5,0
598,-7.500000000000001,300,421.5,0
592,-6.65,300,413.0,0
586,-5.800000000000001,300,404.5,0
581,-5.000000000000001,300,396.5,1
567,-14.15,300,388.0,0
554,-13.35,300,380.0,0
541,-12.55,300,372.0,0
529,-11.749999999999998,300,364.0,0
518,-10.949999999999998,300,356.0,0
508,-10.099999999999998,300,347.5,0
499,-9.249999999999998,300,339.0,0
490,-8.449999999999998,300,331.0,0
483,-7.599999999999998,300,322.5,0
476,-6.799999999999998,300,314.5,0
470,-5.999999999999998,300,306.5,0
465,-5.149999999999999,300,298.0,0
461,-4.299999999999999,300,289.5,0
457,-3.449999999999999,300,281.0,0
455,-2.5999999999999988,300,272.5,0
453,-1.749999999999999,300,264.0,1
439,-14.15,300,255.5,0
425,-13.35,300,247.5,0
413,-12.5,300,239.0,0
401,-11.65,300,230.5,0
390,-10.8,300,222.0,0
380,-10.0,300,214.0,0
371,-9.2,300,206.0,0
363,-8.35,300,197.5,0
355,-7.5,300,189.0,0
349,-6.7,300,181.0,0
343,-5.85,300,172.5,0
338,-5.05,300,164.5,0
333,-4.25,300,156.5,0
330,-3.4,300,148.0,0
327,-2.6,300,140.0,0
326,-1.7999999999999996,300,132.0,0
325,-0.9499999999999996,300,123.5,0
325,-0.0999999999999994,300,115.0,0
325,0.7000000000000006,300,107.0,0
327,1.5000000000000009,300,99.0,0
329,2.3000000000000007,300,91.0,0
332,3.150000000000001,300,82.5,0
336,4.000000000000001,300,74.0,0
341,4.800000000000001,300,66.0,0
347,5.6000000000000005,300,58.0,1
332,-14.2,300,50.0,0
319,-13.4,300,42.0,0
307,-12.55,300,33.5,0
295,-11.749999999999998,300,25.5,0
284,-10.949999999999998,300,17.5,0
274,-10.149999999999997,300,9.5,0
264,-9.349999999999996,300,1.5,0
256,-8.499999999999996,300,-7.0,0
248,-7.649999999999997,300,-15.5,0
241,-6.799999999999997,300,-24.0,0
235,-5.9499999999999975,300,-32.5,0
230,-5.149999999999998,300,-40.5,0
226,-4.299999999999997,300,-49.0,0
222,-3.4999999999999973,300,-57.0,0
220,-2.699999999999997,300,-65.0,0
218,-1.8999999999999968,300,-73.0,0
217,-1.0499999999999974,300,-81.5,0
217,-0.1999999999999973,300,-90.0,0
217,0.6500000000000028,300,-98.5,0
219,1.5000000000000029,768,494.5,0
221,2.350000000000003,768,486.0,0
224,3.200000000000004,768,477.5,0
228,4.050000000000003,768,469.0,0
233,4.900000000000004,768,460.5,0
239,5.700000000000004,768,452.5,0
245,6.500000000000004,768,444.5,0
253,7.350000000000003,768,436.0,0
261,8.200000000000003,768,427.5,0
270,9.000000000000004,768,419.5,0
280,9.850000000000003,768,411.0,0
291,10.700000000000005,768,402.5,0
302,11.500000000000004,768,394.5,0
314,12.350000000000003,768,386.0,0
328,13.150000000000004,768,378.0,0
342,14.000000000000004,768,369.5,0
356,14.800000000000004,768,361.5,0
372,15.600000000000003,768,353.5,0
388,16.450000000000006,768,345.0,0
406,17.250000000000007,768,337.0,0
424,18.050000000000008,768,329.0,0
443,18.90000000000001,768,320.5,0
462,19.70000000000001,768,312.5,0
482,20.0,768,304.5,0
502,20.0,768,296.5,0
522,20.0,768,288.5,0
542,20.0,768,280.5,0
562,20.0,768,272.5,0
582,20.0,768,264.0,0
602,20.0,768,256.0,0
622,20.0,768,247.5,0
642,20.0,768,239.5,0
662,20.0,768,231.5,0
682,20.0,768,223.5,0
702,20.0,768,215.5,0
722,20.0,768,207.0,0
742,20.0,768,199.0,0
762,20.0,768,191.0,0
782,20.0,768,183.0,0
802,20.0,768,174.5,0
822,20.0,768,166.5,1
808,-14.2,768,158.5,0
795,-13.4,768,150.5,0
782,-12.599999999999998,768,142.5,0
770,-11.799999999999995,768,134.5,0
759,-10.999999999999996,768,126.5,0
749,-10.199999999999996,768,118.5,0
740,-9.399999999999997,768,110.5,0
731,-8.599999999999994,768,102.5,0
723,-7.799999999999994,768,94.5,0
716,-6.999999999999995,768,86.5,0
710,-6.199999999999995,768,78.5,0
705,-5.399999999999995,768,70.5,0
700,-4.599999999999995,768,62.5,0
696,-3.7999999999999954,768,54.5,0
693,-2.949999999999996,768,46.0,0
691,-2.099999999999995,768,37.5,0
690,-1.2499999999999951,768,29.0,0
690,-0.399999999999995,768,20.5,0
690,0.400000000000005,768,12.5,0
691,1.250000000000005,768,4.0,0
693,2.050000000000005,768,-4.0,0
696,2.900000000000005,768,-12.5,0
700,3.7000000000000055,768,-20.5,0
704,4.500000000000005,768,-28.5,0
710,5.300000000000005,768,-36.5,0
716,6.100000000000005,768,-44.5,0
723,6.900000000000005,768,-52.5,0
730,7.700000000000005,768,-60.5,0
739,8.500000000000005,768,-68.5,0
748,9.300000000000006,768,-76.5,0
758,10.100000000000009,768,-84.5,0
769,10.900000000000007,768,-92.5,0
781,11.700000000000008,512,494.5,0
793,12.550000000000008,512,486.0,1
779,-14.2,512,478.0,0
766,-13.4,512,470.0,0
753,-12.55,512,461.5,0
742,-11.7,512,453.0,0
731,-10.85,512,444.5,0
721,-10.05,512,436.5,0
711,-9.249999999999998,512,428.5,0
703,-8.449999999999998,512,420.5,0
695,-7.599999999999998,512,412.0,0
689,-6.749999999999998,512,403.5,0
683,-5.899999999999999,512,395.0,0
678,-5.099999999999999,512,387.0,0
673,-4.299999999999999,512,379.0,0
670,-3.449999999999999,512,370.5,1
656,-14.2,512,362.5,0
642,-13.35,512,354.0,0
630,-12.5,512,345.5,0
618,-11.65,512,337.0,0
607,-10.85,512,329.0,0
597,-10.05,512,321.0,0
588,-9.249999999999998,512,313.0,0
580,-8.399999999999999,512,304.5,0
572,-7.599999999999999,512,296.5,0
565,-6.749999999999998,512,288.0,0
559,-5.949999999999998,512,280.0,0
554,-5.149999999999999,512,272.0,0
550,-4.349999999999999,512,264.0,0
546,-3.4999999999999987,512,255.5,0
544,-2.6999999999999984,512,247.5,0
542,-1.8999999999999984,512,239.5,0
541,-1.0999999999999983,512,231.5,0
540,-0.2499999999999982,512,223.0,0
541,0.6000000000000019,512,214.5,0
542,1.450000000000002,512,206.0,0
545,2.2500000000000018,512,198.0,0
548,3.100000000000002,512,189.5,0
552,3.950000000000002,512,181.0,0
557,4.750000000000002,512,173.0,0
562,5.600000000000001,512,164.5,0
569,6.400000000000001,512,156.5,0
576,7.200000000000001,512,148.5,0
584,8.000000000000002,512,140.5,0
593,8.800000000000002,512,132.5,0
602,9.650000000000002,512,124.0,0
613,10.500000000000002,512,115.5,0
624,11.35,512,107.0,1
610,-14.2,512,99.0,0
596,-13.4,512,91.0,0
584,-12.599999999999998,512,83.0,0
572,-11.799999999999995,512,75.0,0
561,-10.999999999999996,512,67.0,0
551,-10.199999999999996,512,59.0,0
541,-9.349999999999996,512,50.5,0
533,-8.549999999999995,512,42.5,0
525,-7.749999999999996,512,34.5,0
518,-6.899999999999995,512,26.0,0
512,-6.099999999999995,512,18.0,0
507,-5.299999999999995,512,10.0,0
502,-4.449999999999996,512,1.5,0
499,-3.649999999999996,512,-6.5,0
496,-2.849999999999996,512,-14.5,0
494,-1.999999999999996,512,-23.0,0
493,-1.149999999999996,512,-31.5,0
492,-0.3499999999999958,512,-39.5,0
493,0.5000000000000042,512,-48.0,0
494,1.3500000000000043,512,-56.5,0
496,2.1500000000000044,512,-64.5,0
499,2.9500000000000046,512,-72.5,0
503,3.8000000000000047,512,-81.0,0
508,4.650000000000005,512,-89.5,0
513,5.500000000000005,512,-98.0,1
499,-14.15,300,496.5,0
486,-13.35,300,488.5,0
473,-12.55,300,480.5,0
462,-11.7,300,472.0,0
451,-10.9,300,464.0,0
441,-10.05,300,455.5,0
431,-9.2,300,447.0,0
423,-8.35,300,438.5,0
416,-7.5,300,430.0,0
409,-6.65,300,421.5,0
403,-5.800000000000001,300,413.0,0
398,-5.000000000000001,300,405.0,0
394,-4.200000000000001,300,397.0,0
391,-3.400000000000001,300,389.0,0
388,-2.6000000000000014,300,381.0,0
386,-1.750000000000001,300,372.5,0
385,-0.9000000000000012,300,364.0,0
385,-0.0500000000000011,300,355.5,0
386,0.7499999999999989,300,347.5,0
388,1.599999999999999,300,339.0,0
390,2.45,300,330.5,0
393,3.249999999999999,300,322.5,1
379,-14.2,300,314.5,0
366,-13.35,300,306.0,0
